datetime,Adj Close,Close,High,Low,Open,Volume
2023-09-28 10:00,8279.2998046875,8279.2998046875,8287.33984375,8213.759765625,8213.759765625,0.0
2023-09-28 11:00,8261.3798828125,8261.3798828125,8288.48046875,8240.6796875,8278.0595703125,0.0
2023-09-28 12:00,8266.8095703125,8266.8095703125,8269.5703125,8239.83984375,8261.2998046875,0.0
2023-09-28 13:00,8260.2998046875,8260.2998046875,8277.849609375,8257.6298828125,8266.6103515625,0.0
2023-09-28 14:00,8238.419921875,8238.419921875,8270.3701171875,8219.6298828125,8259.9501953125,0.0
2023-09-28 15:00,8229.41015625,8229.41015625,8256.4599609375,8227.01953125,8238.080078125,0.0
2023-09-28 16:00,8214.41015625,8214.41015625,8232.8203125,8187.9599609375,8229.4404296875,0.0
2023-09-28 17:00,8257.2998046875,8257.2998046875,8277.2001953125,8208.4501953125,8214.0703125,0.0
2023-09-28 18:00,8216.41015625,8216.41015625,8266.01953125,8203.0498046875,8257.0595703125,0.0
2023-09-28 19:00,8216.41015625,8216.41015625,8266.01953125,8203.0498046875,8257.0595703125,0.0
2023-09-28 20:00,8216.41015625,8216.41015625,8266.01953125,8203.0498046875,8257.0595703125,0.0
2023-09-28 21:00,8216.41015625,8216.41015625,8266.01953125,8203.0498046875,8257.0595703125,0.0
2023-09-28 22:00,8216.41015625,8216.41015625,8266.01953125,8203.0498046875,8257.0595703125,0.0
2023-09-28 23:00,8216.41015625,8216.41015625,8266.01953125,8203.0498046875,8257.0595703125,0.0
2023-09-29 00:00,8216.41015625,8216.41015625,8266.01953125,8203.0498046875,8257.0595703125,0.0
2023-09-29 01:00,8216.41015625,8216.41015625,8266.01953125,8203.0498046875,8257.0595703125,0.0
2023-09-29 02:00,8216.41015625,8216.41015625,8266.01953125,8203.0498046875,8257.0595703125,0.0
2023-09-29 03:00,8216.41015625,8216.41015625,8266.01953125,8203.0498046875,8257.0595703125,0.0
2023-09-29 04:00,8216.41015625,8216.41015625,8266.01953125,8203.0498046875,8257.0595703125,0.0
2023-09-29 05:00,8216.41015625,8216.41015625,8266.01953125,8203.0498046875,8257.0595703125,0.0
2023-09-29 06:00,8216.41015625,8216.41015625,8266.01953125,8203.0498046875,8257.0595703125,0.0
2023-09-29 07:00,8216.41015625,8216.41015625,8266.01953125,8203.0498046875,8257.0595703125,0.0
2023-09-29 08:00,8216.41015625,8216.41015625,8266.01953125,8203.0498046875,8257.0595703125,0.0
2023-09-29 09:00,8216.41015625,8216.41015625,8266.01953125,8203.0498046875,8257.0595703125,0.0
2023-09-29 10:00,8292.5302734375,8292.5302734375,8296.2197265625,8218.740234375,8218.740234375,0.0
2023-09-29 11:00,8318.1904296875,8318.1904296875,8345.83984375,8292.3701171875,8292.5498046875,0.0
2023-09-29 12:00,8308.9296875,8308.9296875,8329.9404296875,8303.48046875,8317.830078125,0.0
2023-09-29 13:00,8312.6103515625,8312.6103515625,8324.2099609375,8299.01953125,8309.5302734375,0.0
2023-09-29 14:00,8300.91015625,8300.91015625,8316.8603515625,8289.669921875,8312.4501953125,0.0
2023-09-29 15:00,8320.400390625,8320.400390625,8326.490234375,8299.6298828125,8301.4501953125,0.0
2023-09-29 16:00,8345.0302734375,8345.0302734375,8351.7099609375,8312.8095703125,8320.33984375,0.0
2023-09-29 17:00,8325.599609375,8325.599609375,8379.4404296875,8307.98046875,8344.900390625,0.0
2023-09-29 18:00,8330.25,8330.25,8330.25,8290.580078125,8325.669921875,0.0
2023-09-29 19:00,8330.25,8330.25,8330.25,8290.580078125,8325.669921875,0.0
2023-09-29 20:00,8330.25,8330.25,8330.25,8290.580078125,8325.669921875,0.0
2023-09-29 21:00,8330.25,8330.25,8330.25,8290.580078125,8325.669921875,0.0
2023-09-29 22:00,8330.25,8330.25,8330.25,8290.580078125,8325.669921875,0.0
2023-09-29 23:00,8330.25,8330.25,8330.25,8290.580078125,8325.669921875,0.0
2023-09-30 00:00,8330.25,8330.25,8330.25,8290.580078125,8325.669921875,0.0
2023-09-30 01:00,8330.25,8330.25,8330.25,8290.580078125,8325.669921875,0.0
